texte,sujet
Y a-t-il un hôpital ou un médecin proche de rue Lorraine Pasquier ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de avenue de Mahe ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Da Silva.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Becker.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue Gérard Bailly ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Imbert ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers boulevard Chevallier ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue Bazin ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Fouquet ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue de Blot ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Théophile Charpentier dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers boulevard de Camus ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue de Chartier ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Timothée Ramos.",maraude
Quel est le commissariat le plus proche de chemin de Daniel ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Godard ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Becker ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers chemin de Teixeira ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard Caron ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Frédéric Vallet.",maraude
Il y a une maraude ce soir vers avenue de Pelletier ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Wagner.",maraude
Il y a une maraude ce soir vers avenue de Laine ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Pascal ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Diane Rousseau ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers chemin de Carlier ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de chemin Menard ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue de Berthelot dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue Noémi Legrand ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Laurence Sanchez ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de avenue Hubert ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue Dias ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Suzanne Leconte ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Rolland ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Allard ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Vincent Baron.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Lemonnier ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard André Alexandre dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue Yves Delattre dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Aimée Lecoq.",maraude
Quel est le commissariat le plus proche de boulevard Claude Diallo ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Zoé Bazin ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Corinne Ollivier ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin de Gautier dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Georges Charles ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Lévy ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers rue de Boulay ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Chauvet.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Collin ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de boulevard de Chrétien ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Théodore Mathieu ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard de Chevalier dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Carre.",maraude
"J’ai des pensées suicidaires, je suis à boulevard Adrien Brunel dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers boulevard Bouvet ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue de Techer ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard Benjamin Besson ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de chemin de Alves ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Gilles ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Gonzalez.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin de Germain ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue Monique Lagarde ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue Julien Lecomte ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de boulevard de Leleu ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue Maillot ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue de Klein ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de chemin de Leclerc ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Thierry Vallée ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Marcelle Fontaine ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Renault.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin de Blot ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Claire Lombard ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Maury ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Étienne Dupré.",maraude
Quel est le commissariat le plus proche de rue de François ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue Michelle Humbert ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Royer.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Louis ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers boulevard de Pineau ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue de Rémy ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue de Millet ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Tessier ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de boulevard Delaunay ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Morin ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Marthe Reynaud ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers boulevard Dias ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de chemin Suzanne Bonnin ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à avenue Mahe dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Rodriguez.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Pauline Vidal.",maraude
"J’ai des pensées suicidaires, je suis à chemin de Jacquet dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Alexandrie Leclercq ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Maréchal.",maraude
Y a-t-il un hôpital ou un médecin proche de rue de Besnard ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Thibault ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Robert.",maraude
"J’ai des pensées suicidaires, je suis à chemin Gaudin dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Élisabeth Noël.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Marty.",maraude
Y a-t-il un hôpital ou un médecin proche de boulevard Laure Laine ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à boulevard de Boyer dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue de Pruvost ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Hernandez.",maraude
"J’ai des pensées suicidaires, je suis à rue Olivier dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard André Guérin.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Delattre.",maraude
Il y a une maraude ce soir vers boulevard François ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue Élodie Lecoq ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue de Fischer ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Alexandria Leclercq.",maraude
Quel est le commissariat le plus proche de boulevard Lucy Pages ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue de Ollivier dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue Wagner ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Lemaître.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Madeleine Lévy ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Legendre.",maraude
"J’ai des pensées suicidaires, je suis à rue Mathilde Leduc dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Vaillant ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Delannoy dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue Julien Roy ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à boulevard de Gomes dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue Emmanuel Hervé ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Leleu.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Julien Hamel.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Maillard.",maraude
Quel est le commissariat le plus proche de rue Arnaud ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Adèle Fouquet.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Dupré ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin Lucas dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue de Legendre ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers chemin de Lamy ? Je cherche un endroit pour manger ou discuter.,maraude
